Index Photo Num Rating Num1 Num2 Num3 Num4 Num5 Num6 Num7 Num8 Num9 Num10
2970 17286 224 6.29464285714286 2 4 6 27 40 40 44 33 18 10
2971 17287 110 7.55454545454545 2 0 0 0 10 15 26 25 13 19
2972 17288 104 4.05769230769231 4 9 20 23 41 6 1 0 0 0
2973 17290 107 3.98130841121495 9 5 17 38 26 11 0 1 0 0
2974 17291 203 4.76847290640394 2 7 21 51 70 32 18 1 1 0
2975 17292 208 4.91826923076923 1 14 14 47 63 39 26 3 1 0
2976 17293 217 5.02304147465438 3 12 28 37 54 42 25 11 4 1
2977 17294 217 5.96774193548387 2 2 8 25 46 59 37 22 14 2
2978 17295 101 6.00990099009901 0 0 6 12 22 17 30 9 3 2
2979 17297 227 5.04405286343612 1 10 30 44 56 48 21 11 5 1
2980 17298 212 4.34905660377358 7 15 36 63 49 26 7 7 1 1
2981 17300 225 4.56444444444444 1 14 35 63 58 34 15 3 2 0
2982 17301 220 6.17727272727273 0 2 9 22 46 48 46 29 12 6
2983 17303 205 6.30243902439024 2 2 5 13 44 53 36 28 15 7
2984 17305 222 7.1981981981982 0 0 4 11 25 35 49 45 26 27
2985 17306 211 5.82464454976303 1 10 13 15 48 51 35 27 8 3
2986 17307 203 4.21182266009852 8 19 41 55 41 25 7 3 2 2
2987 17308 103 5.66019417475728 2 0 4 15 25 31 12 12 2 0
2988 17309 209 5.88995215311005 1 2 6 29 51 51 35 24 6 4
2989 17310 107 4.75700934579439 1 3 12 29 33 21 5 3 0 0
2990 17311 215 4.96279069767442 1 9 28 49 51 45 20 6 5 1
2991 17312 106 4.66037735849057 1 5 16 22 37 14 10 1 0 0
2992 17313 212 6.41509433962264 1 1 10 18 32 48 49 26 14 13
2993 17314 209 5.4688995215311 3 12 17 30 42 47 30 13 11 4
2994 17315 205 4.8390243902439 4 9 32 41 54 35 17 8 3 2
2995 17316 224 5.29464285714286 2 7 16 45 57 50 28 11 7 1
2996 17317 106 6.04716981132075 0 1 4 9 28 30 13 11 8 2
2997 17318 221 4.8552036199095 3 11 20 62 53 43 20 6 1 2
2998 17319 215 4.5953488372093 6 11 27 57 67 27 13 2 3 2
2999 17329 212 5.80660377358491 3 2 9 27 42 65 33 22 8 1
3000 17331 201 4.88557213930348 5 11 21 45 51 32 25 9 2 0
3001 17335 212 5.74528301886792 1 8 13 31 42 43 36 26 10 2
3002 17337 217 5.76958525345622 0 5 13 29 49 59 26 23 8 5
3003 17338 218 4.70183486238532 5 8 35 55 58 30 15 7 2 3
3004 17339 212 5.63207547169811 0 4 15 35 50 44 38 16 7 3
3005 17341 210 4.96666666666667 5 13 25 40 47 38 28 8 6 0
3006 17342 223 4.50224215246637 6 12 30 65 61 36 6 3 3 1
3007 17343 105 5.55238095238095 0 1 4 16 30 32 15 5 2 0
3008 17345 223 6.22421524663677 0 5 4 21 44 54 48 26 16 5
3009 17346 223 5.32735426008969 2 7 14 41 61 55 22 14 5 2
3010 17347 102 5.95098039215686 0 0 1 12 30 29 13 12 5 0
3011 17348 229 6.48034934497817 0 4 5 19 36 46 57 37 16 9
3012 17350 215 5.74418604651163 3 8 19 23 44 46 34 18 11 9
3013 17352 222 4.57207207207207 4 7 41 62 54 32 16 3 2 1
3014 17353 213 4.73239436619718 1 12 35 41 56 48 15 4 1 0
3015 17357 218 6.09174311926605 0 3 10 23 42 51 47 28 9 5
3016 17358 212 4.44811320754717 2 11 35 76 41 32 10 2 3 0
3017 17359 229 4.93886462882096 4 11 28 41 63 48 22 8 4 0
3018 17360 218 3.92201834862385 25 16 38 57 51 23 5 0 2 1
3019 17361 209 4.69856459330144 4 9 33 50 57 30 17 6 1 2
3020 17362 228 5.3640350877193 0 8 21 27 71 54 24 19 3 1
3021 17363 223 6.35874439461883 2 3 15 20 29 47 40 33 26 8
3022 17364 221 6.3393665158371 0 1 8 19 41 49 50 31 18 4
3023 17365 221 4.61085972850679 6 12 29 56 64 31 16 4 2 1
3024 17366 215 4.93488372093023 2 10 16 47 67 46 24 3 0 0
3025 17367 209 4.55502392344498 5 18 27 47 52 44 11 4 1 0
3026 17368 210 4.95714285714286 3 9 21 45 62 39 20 7 3 1
3027 17369 217 5.76497695852535 0 4 15 25 54 50 34 26 8 1
3028 17370 221 6.0316742081448 1 3 13 24 39 57 38 29 14 3
3029 17372 214 6.24299065420561 1 3 6 29 34 50 44 22 9 16
3030 17374 105 5.09523809523809 0 3 12 21 33 20 8 4 4 0
3031 17375 214 5.49532710280374 4 7 15 32 50 39 41 20 6 0
3032 17376 215 4.11627906976744 7 24 44 66 38 22 6 3 4 1
3033 17377 212 4.70283018867925 4 12 29 53 52 37 15 7 3 0
3034 17378 108 4.98148148148148 0 2 9 28 37 20 8 2 2 0
3035 17379 212 6.57547169811321 2 3 8 18 26 43 47 23 31 11
3036 17380 218 6.02293577981651 1 2 14 22 43 56 41 20 10 9
3037 17381 220 5.73181818181818 1 5 13 31 46 57 34 21 11 1
3038 17382 108 5.55555555555556 0 0 6 22 30 19 20 10 0 1
3039 17383 214 5.5981308411215 3 4 21 25 50 46 37 18 5 5
3040 17384 207 5.40096618357488 2 9 14 39 50 40 29 13 7 4
3041 17386 206 4.09223300970874 8 22 43 51 47 25 7 3 0 0
3042 17387 106 6.67924528301887 1 0 4 4 12 27 27 16 10 5
3043 17389 210 4.7047619047619 3 10 29 51 65 29 14 6 1 2
3044 17391 223 6.05829596412556 1 3 9 23 52 55 33 26 14 7
3045 17393 207 5.57004830917874 1 9 11 32 49 47 32 15 8 3
3046 17396 107 5.37383177570093 0 1 7 16 34 31 13 4 1 0
3047 17397 103 6.33009708737864 0 1 2 8 28 26 12 8 12 6
3048 17399 108 5.67592592592593 1 1 8 7 34 28 18 6 4 1
3049 17400 220 4.87272727272727 7 9 25 39 71 40 13 14 2 0
3050 17401 222 5.72522522522523 0 4 13 34 53 51 31 26 8 2
3051 17402 210 4.87619047619048 6 19 19 35 56 38 26 6 5 0
3052 17403 214 4.97196261682243 2 12 21 42 58 52 16 8 1 2
3053 17404 215 5.45581395348837 1 9 13 37 51 47 36 13 6 2
3054 17405 211 5.88151658767773 2 5 12 25 44 41 45 25 8 4
3055 17406 108 6.9537037037037 0 0 2 6 15 19 23 25 9 9
3056 17407 209 4.58851674641148 2 12 37 53 54 33 8 6 2 2
3057 17408 213 5.59154929577465 1 8 16 35 39 48 37 21 4 4
3058 17410 215 5.57674418604651 1 5 13 38 55 45 30 15 8 5
3059 17412 206 5.22330097087379 8 9 22 31 48 36 27 13 9 3
3060 17413 103 5.30097087378641 1 1 6 15 40 23 12 3 1 1
3061 17417 218 3.71559633027523 21 37 40 51 40 18 6 4 1 0
3062 17419 102 3.40196078431373 7 19 28 29 13 5 1 0 0 0
3063 17422 223 5.53811659192825 2 7 14 33 61 47 30 16 10 3
3064 17423 209 4.86124401913876 4 19 27 36 51 36 17 14 3 2
3065 17425 223 5.53811659192825 0 5 9 39 66 46 35 17 5 1
3066 17427 109 7.4954128440367 0 0 0 1 10 22 20 25 19 12
3067 17429 217 5.11059907834101 3 9 21 46 58 40 20 14 1 5
3068 17430 212 5.32075471698113 2 5 17 33 63 45 34 7 6 0
3069 17432 214 6.42523364485981 0 2 8 22 40 38 48 25 15 16
3070 17434 207 3.30434782608696 34 34 42 56 26 8 4 1 2 0
3071 17436 218 4.41743119266055 7 17 35 53 57 29 16 2 2 0
3072 17437 218 5.22477064220184 0 9 19 38 62 49 25 12 3 1
3073 17438 222 6.34234234234234 0 1 8 25 41 46 41 33 20 7
3074 17440 215 4.43720930232558 20 15 23 43 58 34 14 4 1 3
3075 17443 210 4.92857142857143 4 9 14 52 59 47 17 6 1 1
3076 17448 224 4.74107142857143 4 20 21 46 61 48 17 5 1 1
3077 17452 217 4.52534562211982 1 18 33 57 66 22 12 2 4 2
3078 17455 223 5.37219730941704 2 6 11 42 61 49 36 12 4 0
3079 17457 213 5.59154929577465 1 3 20 32 40 55 39 16 5 2
3080 17458 212 5.08962264150943 1 10 19 39 61 47 25 7 3 0
3081 17459 226 4.34070796460177 21 19 40 41 51 28 9 7 4 6
3082 17460 212 5.27830188679245 5 8 23 43 43 31 28 22 6 3
3083 17461 210 4.70952380952381 4 13 21 58 54 35 18 5 2 0
3084 17462 215 6.42325581395349 0 2 8 20 35 52 34 37 18 9
3085 17465 218 4.97706422018349 2 8 22 50 62 42 21 9 0 2
3086 17466 211 6.37440758293839 0 2 5 21 35 50 44 32 17 5
3087 17467 220 6.35454545454545 1 5 6 19 40 45 44 38 9 13
3088 17468 217 3.46082949308756 25 42 47 54 26 14 3 5 0 1
3089 17469 214 3.25233644859813 29 48 48 47 26 9 5 0 0 2
3090 17470 220 4.92272727272727 12 17 17 39 55 38 19 14 8 1
3091 17471 203 5.1871921182266 0 13 20 36 50 39 25 17 2 1
3092 17472 219 5.44748858447489 1 5 14 37 50 61 36 12 2 1
3093 17474 226 5.70796460176991 1 3 17 37 55 42 35 15 18 3
3094 17477 224 6.41517857142857 0 6 4 23 37 46 45 35 15 13
3095 17479 213 5.42723004694836 1 5 16 37 57 47 29 14 3 4
3096 17481 211 3.34123222748815 23 45 51 50 26 10 1 4 0 1
3097 17482 221 5.61085972850679 2 3 10 37 57 57 30 14 5 6
3098 17483 108 7.08333333333333 2 0 2 3 17 20 16 18 16 14
3099 17484 205 5.17560975609756 0 9 20 41 48 51 22 8 5 1
3100 17485 218 6.53669724770642 1 3 10 18 24 49 44 37 22 10
3101 17486 213 5.79342723004695 1 7 19 33 31 42 38 23 17 2
3102 17487 211 4.72985781990521 6 10 34 45 54 31 16 13 2 0
3103 17488 207 5.28985507246377 3 8 12 40 50 54 23 11 3 3
3104 17490 102 6.00980392156863 0 1 2 10 28 29 16 8 5 3
3105 17491 109 5.32110091743119 1 4 8 19 26 32 6 10 3 0
3106 17493 217 5.14285714285714 6 15 17 35 53 45 26 12 4 4
3107 17494 110 6.58181818181818 0 1 1 6 26 27 20 8 11 10
3108 17495 215 6.28837209302326 1 2 8 20 40 49 40 34 13 8
3109 17496 226 5.70353982300885 1 4 11 32 58 55 34 23 3 5
3110 17497 105 6.36190476190476 0 0 2 7 23 29 22 12 5 5
3111 17498 218 5.02752293577982 2 10 19 45 63 44 26 6 2 1
3112 17502 222 5.32882882882883 2 6 15 41 60 50 30 13 4 1
3113 17503 106 4.78301886792453 0 1 13 28 39 18 5 2 0 0
3114 17506 216 5.52777777777778 2 3 13 37 51 50 41 15 3 1
3115 17508 232 6.32327586206897 0 4 4 25 37 52 58 30 16 6
3116 17509 226 5.48230088495575 0 11 18 26 56 61 30 16 5 3
3117 17510 217 5.01382488479263 4 7 33 40 49 44 26 9 2 3
3118 17511 214 4.9392523364486 1 17 17 38 68 44 19 9 0 1
3119 17512 104 4.96153846153846 0 0 10 30 32 20 10 2 0 0
3120 17513 212 5.30660377358491 2 8 22 30 60 37 34 12 5 2
3121 17514 214 5.02803738317757 1 12 20 49 63 30 24 8 2 5
3122 17518 107 6.05607476635514 0 1 3 12 21 33 19 12 3 3
3123 17520 221 6.50678733031674 0 1 8 24 32 51 35 36 23 11
3124 17521 213 5.74647887323944 0 3 13 32 46 52 38 21 5 3
3125 17522 220 4.36818181818182 9 20 30 60 54 25 17 2 3 0
3126 17523 205 4.29756097560976 10 23 31 41 55 28 14 1 1 1
3127 17524 217 4.31797235023041 7 19 39 59 44 33 9 5 2 0
3128 17525 222 5.25675675675676 1 7 24 36 56 53 29 11 3 2
3129 17526 213 5.64319248826291 1 7 14 33 44 45 40 22 3 4
3130 17527 210 4.54761904761905 4 16 33 48 61 22 19 5 2 0
3131 17528 104 5.34615384615385 0 3 7 18 31 25 12 4 4 0
3132 17536 217 5.48847926267281 1 9 11 31 54 61 30 12 7 1
3133 17538 226 5.25663716814159 0 9 21 45 57 44 29 15 5 1
3134 17539 104 5.47115384615385 1 1 10 15 28 27 12 3 4 3
3135 17543 214 5.68691588785047 2 9 9 25 62 43 31 19 7 7
3136 17544 210 5.27142857142857 1 10 18 31 63 39 31 13 2 2
3137 17546 211 6.13270142180095 0 3 5 27 44 41 44 33 13 1
3138 17547 219 6.23287671232877 1 4 9 21 38 48 39 42 12 5
3139 17549 215 5.03720930232558 6 6 29 43 49 38 27 11 4 2
3140 17550 230 7.22608695652174 0 3 5 7 24 31 59 45 26 30
3141 17552 222 3.72972972972973 25 22 49 68 33 10 10 1 3 1
3142 17553 207 4.46376811594203 2 19 32 50 60 26 14 2 2 0
3143 17554 213 5.41784037558685 1 5 16 37 57 48 32 9 2 6
3144 17555 214 4.25700934579439 17 12 33 57 49 30 12 2 2 0
3145 17556 213 5.69953051643192 1 6 15 30 48 50 29 20 7 7
3146 17558 210 4.73333333333333 4 9 30 51 62 27 15 9 1 2
3147 17559 220 4.65 1 15 28 58 68 29 11 6 3 1
3148 17561 215 4.52093023255814 5 15 28 56 61 34 10 5 0 1
3149 17562 109 4.97247706422018 2 3 6 32 31 20 9 4 2 0
3150 17564 208 3.88461538461538 13 23 51 57 34 19 6 4 0 1
3151 17567 215 3.69767441860465 15 27 51 68 35 13 4 0 0 2
3152 17569 105 5.17142857142857 1 3 7 21 35 22 7 6 3 0
3153 17570 214 5.6214953271028 3 6 12 29 55 40 42 20 3 4
3154 17574 220 4.62727272727273 3 11 36 63 48 35 15 4 4 1
3155 17575 223 6.0627802690583 2 5 11 23 43 58 31 26 13 11
3156 17576 222 3.72522522522523 19 28 52 60 40 11 8 2 2 0
3157 17578 221 3.04977375565611 52 33 58 43 18 9 4 1 0 3
3158 17579 221 6.26244343891403 0 4 5 16 48 54 42 32 17 3
3159 17580 218 5.3302752293578 3 7 16 36 62 47 27 10 8 2
3160 17581 219 6.54337899543379 0 3 9 12 40 38 53 33 21 10
3161 17582 220 5.67727272727273 1 4 11 22 63 55 43 17 3 1
3162 17583 226 5.58849557522124 5 9 16 34 42 49 37 20 7 7
3163 17584 211 5.30805687203791 3 9 15 36 54 52 18 17 4 3
3164 17586 214 5.07476635514019 2 11 23 36 65 41 18 12 4 2
3165 17588 219 6.04109589041096 0 0 11 32 51 38 41 28 12 6
3166 17589 216 4.72685185185185 1 14 24 62 49 46 12 6 1 1
3167 17590 215 5.6 1 5 13 43 52 36 32 18 12 3
3168 17591 217 5.38248847926267 1 10 22 33 51 44 32 14 6 4
3169 17592 103 5.41747572815534 1 2 8 15 28 31 8 5 3 2
3170 17595 111 4.6036036036036 1 4 18 31 32 16 6 1 2 0
3171 17601 241 5.82572614107884 4 6 13 36 50 47 35 33 6 11
3172 17605 251 6.88844621513944 0 1 6 21 31 47 43 56 21 25
3173 17616 116 4.05172413793103 3 12 18 40 31 10 2 0 0 0
3174 17620 263 5.77186311787072 2 9 18 26 65 58 38 28 13 6
3175 17623 233 6.21888412017167 0 4 3 24 44 61 48 32 12 5
3176 17625 236 7.56779661016949 1 3 3 7 24 26 41 45 41 45
3177 17628 226 5.06194690265487 7 12 27 44 45 36 33 15 6 1
3178 17632 233 6.20600858369099 2 2 7 23 49 51 48 25 20 6
3179 17640 232 2.18103448275862 117 43 23 25 16 5 1 1 1 0
3180 17641 232 5.49568965517241 1 6 12 34 69 57 31 15 4 3
3181 17645 232 5.47413793103448 0 5 14 39 58 64 31 19 1 1
3182 17646 225 6.77333333333333 0 5 2 15 25 46 54 46 19 13
3183 17650 125 6.344 0 0 2 12 26 30 25 19 8 3
3184 17658 234 4.90598290598291 4 12 24 46 76 38 20 11 2 1
3185 17660 228 5.76315789473684 1 5 10 25 60 59 38 19 9 2
3186 17669 229 5.76855895196507 5 4 15 28 41 59 39 27 7 4
3187 17676 240 5.60416666666667 0 5 10 35 61 72 37 12 7 1
3188 17677 240 5.775 1 6 16 35 52 50 34 33 7 6
3189 17680 230 4.74782608695652 6 12 31 48 64 43 15 6 4 1
3190 17681 231 5.39393939393939 4 4 22 29 67 54 27 15 6 3
3191 17682 227 5.13215859030837 1 10 17 55 50 57 17 18 2 0
3192 17684 246 6.36178861788618 3 1 9 29 39 51 43 36 23 12
3193 17689 238 5.23529411764706 2 8 24 43 66 45 26 15 8 1
3194 17690 237 6.65400843881857 2 3 8 10 38 49 46 46 19 16
3195 17701 120 5.68333333333333 0 0 1 17 33 46 16 5 2 0
3196 17703 232 6.98706896551724 1 3 5 9 24 41 60 45 23 21
3197 17705 228 4.10526315789474 11 22 51 58 37 36 10 2 1 0
3198 17707 233 5.09871244635193 2 8 23 54 59 45 24 12 4 2
3199 17713 229 5.86026200873362 4 8 8 27 46 54 39 26 15 2
3200 17719 236 4.22457627118644 29 23 34 45 48 31 11 4 5 6
3201 17721 233 5.3862660944206 1 7 17 38 70 51 22 18 7 2
3202 17736 230 5.70434782608696 1 4 17 31 52 58 34 21 6 6
3203 17742 237 7.0337552742616 1 2 3 14 32 38 42 53 29 23
3204 17746 238 6.09663865546218 0 6 7 21 54 59 42 30 14 5
3205 17762 232 6.15948275862069 0 1 5 20 53 71 39 27 8 8
3206 17792 241 4.97510373443983 1 18 25 52 57 49 20 12 6 1
3207 17798 231 5.31168831168831 2 7 20 32 71 52 31 9 3 4
3208 17804 126 6.1031746031746 0 0 1 14 35 32 26 6 7 5
3209 17807 240 5.5875 0 8 6 41 62 58 45 11 8 1
3210 17816 228 2.76754385964912 61 41 55 47 15 5 2 2 0 0
3211 17842 122 6.95901639344262 0 0 0 4 19 27 28 23 14 7
3212 17843 117 5.52991452991453 0 2 6 19 34 29 18 4 3 2
3213 17844 237 5.54008438818565 1 7 15 32 68 54 30 21 7 2
3214 17846 246 5.10162601626016 1 8 26 50 69 51 25 10 6 0
3215 17847 230 5.5695652173913 4 5 14 36 59 44 37 19 9 3
3216 17848 241 5.81742738589212 2 7 13 35 49 50 39 28 15 3
3217 17849 223 4.97757847533632 5 12 21 56 56 30 23 12 3 5
3218 17850 232 4.28879310344828 5 21 44 57 62 27 12 4 0 0
3219 17851 240 4.62083333333333 8 17 38 47 60 41 19 6 2 2
3220 17852 231 6.22943722943723 2 4 6 25 30 61 52 33 13 5
3221 17854 228 4.87719298245614 2 14 23 51 63 43 23 6 3 0
3222 17855 224 5.62946428571429 2 2 16 29 58 53 39 17 6 2
3223 17861 234 5.3034188034188 6 8 19 37 58 51 32 15 6 2
3224 17863 236 5.99576271186441 1 4 9 27 48 61 45 24 12 5
3225 17864 222 5.78828828828829 1 3 8 27 62 51 40 23 4 3
3226 17868 238 3.60924369747899 16 43 40 78 46 11 3 1 0 0
3227 17880 240 5.43333333333333 3 5 18 34 71 53 35 8 11 2
3228 17883 229 5.11353711790393 1 11 15 34 82 58 20 5 1 2
3229 17884 232 6.29310344827586 1 2 8 26 36 58 44 33 13 11
3230 17889 221 5.24886877828054 2 9 16 40 59 49 29 13 4 0
3231 17891 234 4.4017094017094 8 18 42 59 50 33 17 6 1 0
3232 17892 254 5.12204724409449 3 9 26 51 73 42 26 18 5 1
3233 17901 229 4.85589519650655 4 15 16 49 71 48 18 7 1 0
3234 17902 234 5.23931623931624 0 10 26 42 59 48 23 19 6 1
3235 17904 124 4.83064516129032 1 1 12 40 37 19 11 3 0 0
3236 17905 228 4.76754385964912 7 11 28 43 75 38 15 6 4 1
3237 17907 241 5.14107883817427 1 10 21 55 60 49 26 13 5 1
3238 17912 242 5.00413223140496 1 12 29 56 58 43 26 10 5 2
3239 17915 232 5.16810344827586 10 10 20 48 41 46 34 13 6 4
3240 17916 121 5.24793388429752 0 2 9 23 43 19 18 6 1 0
3241 17917 119 4.88235294117647 2 1 8 38 34 23 11 2 0 0
3242 17919 241 5.00414937759336 5 6 19 55 72 48 24 12 0 0
3243 17920 221 5.98190045248869 0 1 12 27 48 58 35 21 15 4
3244 17921 244 7.27049180327869 0 2 2 11 24 36 55 52 37 25
3245 17922 117 4.65811965811966 0 6 15 34 39 13 5 2 2 1
3246 17923 236 5.28813559322034 3 13 18 37 59 52 33 12 7 2
3247 17924 231 4.76623376623377 6 12 31 52 63 35 19 8 2 3
3248 17937 225 5.36 2 8 19 39 55 48 32 12 8 2
3249 17940 119 4.28571428571429 2 8 21 35 38 9 4 1 1 0
3250 17946 239 5.69874476987448 2 6 16 34 64 39 36 27 8 7
3251 17947 241 4.60165975103734 4 20 36 59 60 31 19 7 4 1
3252 17951 118 7.45762711864407 1 0 1 4 12 18 22 24 14 22
3253 17952 222 4.29279279279279 8 23 35 53 66 19 9 6 3 0
3254 17953 236 7.01271186440678 2 1 1 17 28 35 49 53 37 13
3255 17956 230 6.21304347826087 0 8 7 21 35 65 37 36 14 7
3256 17957 237 6.56540084388186 2 1 5 18 27 59 60 34 26 5
3257 17960 225 5.25333333333333 1 6 19 36 66 61 23 8 3 2
3258 17963 235 5.99148936170213 1 2 11 35 36 64 46 22 12 6
3259 17977 230 5.67826086956522 0 5 12 30 55 64 37 22 4 1
3260 17981 229 5.79912663755459 5 6 15 36 33 53 32 30 15 4
3261 17984 234 6.32905982905983 1 3 9 12 45 57 57 28 11 11
3262 17985 229 5.51091703056769 1 13 12 33 56 51 37 16 6 4
3263 17986 121 5.94214876033058 0 1 6 8 30 34 26 13 3 0
3264 17987 228 4.83771929824561 5 12 22 53 68 39 14 12 2 1
3265 17990 247 5.4251012145749 3 14 27 39 44 49 37 15 11 8
3266 18003 234 4.52991452991453 10 14 29 57 64 40 15 3 2 0
3267 18007 235 5.39574468085106 1 6 18 39 59 63 26 17 6 0
3268 18009 239 4.94560669456067 3 9 26 50 74 42 23 8 4 0
3269 18010 228 5.23684210526316 7 3 14 40 71 54 22 10 4 3
3270 18013 120 4.76666666666667 0 4 13 37 36 18 7 5 0 0
3271 18016 233 5.73390557939914 0 7 13 32 53 53 45 17 9 4
3272 18018 227 5.14537444933921 1 7 21 49 62 46 26 12 0 3
3273 18029 124 6.29838709677419 0 0 3 9 27 31 29 16 6 3
3274 18031 116 4.75862068965517 1 3 10 30 45 21 4 2 0 0
3275 18034 232 5.70689655172414 2 7 15 28 50 54 41 26 8 1
3276 18036 223 4.5067264573991 9 15 29 53 64 33 14 3 3 0
3277 18037 228 5.35964912280702 1 10 16 29 65 60 29 14 3 1
3278 18039 228 5.21929824561404 6 11 20 46 48 42 28 15 10 2
3279 18040 231 5.35064935064935 2 3 18 49 54 52 36 10 6 1
3280 18041 234 5.70512820512821 2 2 15 37 49 63 29 25 10 2
3281 18049 243 5.5843621399177 1 6 26 30 46 63 45 16 5 5
3282 18050 232 5.64655172413793 1 10 14 33 48 59 34 18 11 4
3283 18053 243 5.54732510288066 4 10 25 33 48 45 43 18 8 9
3284 18054 228 5.41228070175439 3 9 21 40 47 47 32 16 9 4
3285 18056 237 5.53586497890295 3 6 17 35 64 43 39 20 5 5
3286 18057 126 6.12698412698413 0 0 3 12 29 31 32 13 4 2
3287 18058 226 5.07522123893805 1 11 25 43 57 46 32 7 4 0
3288 18059 227 5.15418502202643 7 11 18 34 58 59 21 13 4 2
3289 18060 226 4.05752212389381 11 21 48 63 45 28 7 2 0 1
3290 18062 126 6.38095238095238 0 0 1 9 21 39 33 13 9 1
3291 18066 229 6.12227074235808 2 2 9 23 42 57 51 26 10 7
3292 18075 122 4.99180327868852 1 1 11 27 43 29 5 4 1 0
3293 18076 244 5.84426229508197 1 6 11 27 47 71 49 23 6 3
3294 18077 118 4.36440677966102 1 3 22 40 34 14 4 0 0 0
3295 18080 121 6.18181818181818 0 0 1 9 34 39 14 14 5 5
3296 18081 243 4.91769547325103 4 9 26 56 67 52 12 14 2 1
3297 18084 120 6.15833333333333 1 0 2 8 32 35 21 9 9 3
3298 18085 121 4.83471074380165 0 4 9 33 42 25 6 2 0 0
3299 18086 234 3.35897435897436 51 32 45 39 38 16 10 3 0 0
3300 18087 231 5.27705627705628 1 8 19 40 70 45 28 13 5 2
3301 18088 120 5.51666666666667 1 0 6 21 33 32 17 8 1 1
3302 18090 232 6.73275862068965 0 4 6 12 31 44 62 34 27 12
3303 18092 237 4.50632911392405 16 17 31 62 46 33 20 4 3 5
3304 18093 120 5.575 0 1 5 17 36 32 21 7 1 0
3305 18094 231 5.12987012987013 3 8 24 46 53 56 23 15 2 1
3306 18097 122 5.28688524590164 1 3 5 19 48 27 10 7 1 1
3307 18100 233 6.94849785407725 0 4 4 18 20 39 50 49 39 10
3308 18105 119 6.98319327731092 0 2 1 7 11 25 27 21 16 9
3309 18108 231 6.38961038961039 0 0 1 25 51 54 41 35 13 11
3310 18109 122 6.36885245901639 0 0 0 9 25 36 29 14 5 4
3311 18112 241 6.70539419087137 0 3 7 18 33 44 54 44 22 16
3312 18113 236 5.33050847457627 0 10 18 29 74 58 32 11 2 2
3313 18114 221 5.45701357466063 3 6 15 30 61 46 41 13 6 0
3314 18115 119 5.73949579831933 1 3 6 15 23 37 19 10 2 3
3315 18116 233 5.18884120171674 8 8 23 45 45 52 24 22 5 1
3316 18117 242 6.77685950413223 0 1 5 21 32 48 53 37 26 19
3317 18118 224 6.03125 0 5 8 23 49 51 46 28 12 2
3318 18119 119 4.78151260504202 0 0 11 45 32 23 6 2 0 0
3319 18120 234 6.06837606837607 1 7 14 21 41 61 38 25 18 8
3320 18122 248 6.99193548387097 2 3 5 15 36 32 50 41 39 25
3321 18123 120 6.19166666666667 0 0 1 11 27 34 27 13 6 1
3322 18125 120 5.46666666666667 0 2 2 22 35 39 13 5 2 0
3323 18126 233 5.88412017167382 4 5 15 29 40 53 43 24 15 5
3324 18127 121 4.90909090909091 4 6 8 25 37 25 9 7 0 0
3325 18128 238 6.05042016806723 1 3 16 30 40 48 53 25 14 8
3326 18129 120 6.625 0 0 3 9 23 27 15 25 12 6
3327 18132 232 4.55603448275862 10 15 37 61 46 32 20 3 4 4
3328 18134 223 4.99103139013453 4 8 26 45 67 35 18 16 4 0
3329 18136 231 4.83116883116883 5 10 29 46 71 37 23 8 2 0
3330 18137 120 6.14166666666667 0 1 1 10 32 31 24 14 4 3
3331 18138 117 4.75213675213675 0 5 11 28 44 24 3 2 0 0
3332 18140 243 6.46090534979424 1 4 7 14 31 67 59 32 22 6
3333 18141 237 6.05485232067511 2 4 7 28 53 54 40 28 11 10
3334 18144 123 6.38211382113821 0 0 1 7 29 36 22 15 11 2
3335 18145 229 5.30131004366812 2 9 22 34 58 52 35 10 5 2
3336 18146 123 4.94308943089431 1 2 10 38 32 27 7 4 2 0
3337 18147 235 5.51063829787234 0 4 18 37 60 59 35 13 8 1
3338 18149 229 3.93449781659389 14 31 44 64 40 25 4 5 1 1
3339 18150 228 5.59210526315789 1 8 8 31 62 55 41 16 5 1
3340 18151 233 4.95708154506438 2 9 28 51 58 54 20 6 5 0
3341 18152 239 7.09623430962343 0 2 5 7 32 39 52 52 25 25
3342 18153 125 4.44 13 4 20 28 26 19 8 3 2 2
3343 18155 239 5.32217573221757 3 9 17 45 61 49 29 18 6 2
3344 18156 226 3.47345132743363 30 41 51 47 32 14 4 5 0 2
3345 18158 225 5.53333333333333 1 6 12 33 53 70 29 15 4 2
3346 18159 232 4.57758620689655 5 16 26 51 81 38 11 3 1 0
3347 18160 231 7.52813852813853 1 0 6 9 17 27 40 51 51 29
3348 18161 238 5.84453781512605 6 5 18 33 50 37 36 25 15 13
3349 18163 225 5.71111111111111 3 2 16 31 54 47 35 25 11 1
3350 18164 118 5.45762711864407 0 2 11 16 32 35 11 6 2 3
3351 18165 118 5.6271186440678 0 1 2 20 34 33 20 5 2 1
3352 18166 126 5.53174603174603 0 0 9 13 47 29 17 9 2 0
3353 18167 228 6.16228070175439 0 3 6 24 48 53 47 32 8 7
3354 18178 125 6.04 0 3 3 14 24 40 19 12 5 5
3355 18180 118 4.51694915254237 3 4 18 34 33 18 5 3 0 0
3356 18182 223 5.85650224215247 1 5 6 30 45 66 39 19 9 3
3357 18183 228 6.84210526315789 1 0 1 16 33 54 46 31 27 19
